ICAO,IATA,Airport,Location,Country,,AIRPORT_ID,AIRPORT_DETAILS
YLRE,LRE,Longreach Airport,Longreach,Australia,,,"YLRE/LRE - Longreach Airport, Longreach(Australia)"
YLHI,LDH,Lord Howe Island Airport,Lord Howe Island,Australia,,,"YLHI/LDH - Lord Howe Island Airport, Lord Howe Island(Australia)"
YBMK,MKY,Mackay Airport,Mackay,Australia,,,"YBMK/MKY - Mackay Airport, Mackay(Australia)"
YMCO,XMC,Mallacoota Airport,Mallacoota,Australia,,,"YMCO/XMC - Mallacoota Airport, Mallacoota(Australia)"
YMGD,MNG,Maningrida Airport,Maningrida,Australia,,,"YMGD/MNG - Maningrida Airport, Maningrida(Australia)"
YMBA,MRG,Mareeba Airport,Mareeba,Australia,,,"YMBA/MRG - Mareeba Airport, Mareeba(Australia)"
YBMC,MCY,Sunshine Coast Airport,Maroochydore,Australia,,,"YBMC/MCY - Sunshine Coast Airport, Maroochydore(Australia)"
YSSY,SYD,Sydney (Kingsford Smith) Intl Airport,Mascot,Australia,,,"YSSY/SYD - Sydney (Kingsford Smith) Intl Airport, Mascot(Australia)"
YMEK,MKR,Meekatharra Airport,Meekatharra,Australia,,,"YMEK/MKR - Meekatharra Airport, Meekatharra(Australia)"
YSNB,SNB,Snake Bay Airport,Melville Island,Australia,,,"YSNB/SNB - Snake Bay Airport, Melville Island(Australia)"
YGPT,GPN,Garden Point Airport,Melville Island,Australia,,,"YGPT/GPN - Garden Point Airport, Melville Island(Australia)"
YMER,MIM,Merimbula Airport,Merimbula,Australia,,,"YMER/MIM - Merimbula Airport, Merimbula(Australia)"
YMIA,MQL,Mildura Airport,Mildura,Australia,,,"YMIA/MQL - Mildura Airport, Mildura(Australia)"
YMMB,MBW,Moorabbin Airport,Moorabbin,Australia,,,"YMMB/MBW - Moorabbin Airport, Moorabbin(Australia)"
YMRB,MOV,Moranbah Airport,Moranbah,Australia,,,"YMRB/MOV - Moranbah Airport, Moranbah(Australia)"
YMOR,MRZ,Moree Airport,Moree,Australia,,,"YMOR/MRZ - Moree Airport, Moree(Australia)"
YMRY,MYA,Moruya Airport,Moruya,Australia,,,"YMRY/MYA - Moruya Airport, Moruya(Australia)"
YLTV,LTB,Latrobe Valley Airport,Morwell,Australia,,,"YLTV/LTB - Latrobe Valley Airport, Morwell(Australia)"
YMTG,MGB,Mount Gambier Airport,Mount Gambier,Australia,,,"YMTG/MGB - Mount Gambier Airport, Mount Gambier(Australia)"
YBMA,ISA,Mount Isa Airport,Mount Isa,Australia,,,"YBMA/ISA - Mount Isa Airport, Mount Isa(Australia)"
YMNE,WME,Mount Keith Airport,Mount Keith,Australia,,,"YMNE/WME - Mount Keith Airport, Mount Keith(Australia)"
YMOG,MMG,Mount Magnet Airport,Mount Magnet,Australia,,,"YMOG/MMG - Mount Magnet Airport, Mount Magnet(Australia)"
YMDG,DGE,Mudgee Airport,Mudgee,Australia,,,"YMDG/DGE - Mudgee Airport, Mudgee(Australia)"
YNBR,NAA,Narrabri Airport,Narrabri,Australia,,,"YNBR/NAA - Narrabri Airport, Narrabri(Australia)"
YNAR,NRA,Narrandera Airport,Narrandera,Australia,,,"YNAR/NRA - Narrandera Airport, Narrandera(Australia)"
YNRM,QRM,Narromine Airport,Narromine,Australia,,,"YNRM/QRM - Narromine Airport, Narromine(Australia)"
YWLM,NTL,Newcastle - Williamtown Airport,Newcastle,Australia,,,"YWLM/NTL - Newcastle - Williamtown Airport, Newcastle(Australia)"
YNWN,ZNE,Newman Airport,Newman,Australia,,,"YNWN/ZNE - Newman Airport, Newman(Australia)"
YPGV,GOV,Gove Airport,Nhulunbuy,Australia,,,"YPGV/GOV - Gove Airport, Nhulunbuy(Australia)"
YSNF,NLK,Norfolk Island Airport,Norfolk Island,Australia,,,"YSNF/NLK - Norfolk Island Airport, Norfolk Island(Australia)"
YNTN,NTN,Normanton Airport,Normanton,Australia,,,"YNTN/NTN - Normanton Airport, Normanton(Australia)"
YORG,OAG,Orange Airport,Orange,Australia,,,"YORG/OAG - Orange Airport, Orange(Australia)"
YORB,RBS,Orbost Airport,Orbost,Australia,,,"YORB/RBS - Orbost Airport, Orbost(Australia)"
YPBO,PBO,Paraburdoo Airport,Paraburdoo,Australia,,,"YPBO/PBO - Paraburdoo Airport, Paraburdoo(Australia)"
YPKS,PKE,Parkes Airport,Parkes,Australia,,,"YPKS/PKE - Parkes Airport, Parkes(Australia)"
YPAG,PUG,Port Augusta Airport,Port Augusta,Australia,,,"YPAG/PUG - Port Augusta Airport, Port Augusta(Australia)"
YPPD,PHE,Port Hedland Intl Airport,Port Hedland,Australia,,,"YPPD/PHE - Port Hedland Intl Airport, Port Hedland(Australia)"
YPKT,PKT,Port Keats Airport,Port Keats,Australia,,,"YPKT/PKT - Port Keats Airport, Port Keats(Australia)"
YPLC,PLO,Port Lincoln Airport,Port Lincoln,Australia,,,"YPLC/PLO - Port Lincoln Airport, Port Lincoln(Australia)"
YPMQ,PQQ,Port Macquarie Airport,Port Macquarie,Australia,,,"YPMQ/PQQ - Port Macquarie Airport, Port Macquarie(Australia)"
YPIR,PPI,Port Pirie Airport,Port Pirie,Australia,,,"YPIR/PPI - Port Pirie Airport, Port Pirie(Australia)"
YPOD,PTJ,Portland Airport,Portland,Australia,,,"YPOD/PTJ - Portland Airport, Portland(Australia)"
YBPN,PPP,Proserpine-Whitsunday Coast Airport,Proserpine,Australia,,,"YBPN/PPP - Proserpine-Whitsunday Coast Airport, Proserpine(Australia)"
YQLP,ULP,Quilpie Airport,Quilpie,Australia,,,"YQLP/ULP - Quilpie Airport, Quilpie(Australia)"
YRED,RCL,Redcliffe Airport,Redcliffe,Australia,,,"YRED/RCL - Redcliffe Airport, Redcliffe(Australia)"
YPPH,PER,Perth Intl Airport,Redcliffe,Australia,,,"YPPH/PER - Perth Intl Airport, Redcliffe(Australia)"
YREN,RMK,Renmark Airport,Renmark,Australia,,,"YREN/RMK - Renmark Airport, Renmark(Australia)"
YROI,RBC,Robinvale Airport,Robinvale,Australia,,,"YROI/RBC - Robinvale Airport, Robinvale(Australia)"
YBRK,ROK,Rockhampton Airport,Rockhampton,Australia,,,"YBRK/ROK - Rockhampton Airport, Rockhampton(Australia)"
YROM,RMA,Roma Airport,Roma,Australia,,,"YROM/RMA - Roma Airport, Roma(Australia)"
YNGU,RPM,Ngukurr Airport,Roper River,Australia,,,"YNGU/RPM - Ngukurr Airport, Roper River(Australia)"
YRTI,RTS,Rottnest Island Airport,Rottnest Island,Australia,,,"YRTI/RTS - Rottnest Island Airport, Rottnest Island(Australia)"
YSGE,SGO,Saint George Airport,Saint George,Australia,,,"YSGE/SGO - Saint George Airport, Saint George(Australia)"
YWSL,SXE,West Sale Airport,Sale,Australia,,,"YWSL/SXE - West Sale Airport, Sale(Australia)"
YSHT,SHT,Shepparton Airport,Shepparton,Australia,,,"YSHT/SHT - Shepparton Airport, Shepparton(Australia)"
YSMI,SIO,Smithton Airport,Smithton,Australia,,,"YSMI/SIO - Smithton Airport, Smithton(Australia)"
YSPT,SHQ,Southport Airport,Southport,Australia,,,"YSPT/SHQ - Southport Airport, Southport(Australia)"
YSTH,HLS,St Helens Airport,St Helens,Australia,,,"YSTH/HLS - St Helens Airport, St Helens(Australia)"
YSWL,SWC,Stawell Airport,Stawell,Australia,,,"YSWL/SWC - Stawell Airport, Stawell(Australia)"
YSRN,SRN,Strahan Airport,Strahan,Australia,,,"YSRN/SRN - Strahan Airport, Strahan(Australia)"
YSWH,SWH,Swan Hill Airport,Swan Hill,Australia,,,"YSWH/SWH - Swan Hill Airport, Swan Hill(Australia)"
YSTW,TMW,Tamworth Airport,Tamworth,Australia,,,"YSTW/TMW - Tamworth Airport, Tamworth(Australia)"
YTRE,TRO,Taree Airport,Taree,Australia,,,"YTRE/TRO - Taree Airport, Taree(Australia)"
YTAM,XTO,Taroom Airport,Taroom,Australia,,,"YTAM/XTO - Taroom Airport, Taroom(Australia)"
YTEM,TEM,Temora Airport,Temora,Australia,,,"YTEM/TEM - Temora Airport, Temora(Australia)"
YTNK,TCA,Tennant Creek Airport,Tennant Creek,Australia,,,"YTNK/TCA - Tennant Creek Airport, Tennant Creek(Australia)"
YTNG,THG,Thangool Airport,Thangool,Australia,,,"YTNG/THG - Thangool Airport, Thangool(Australia)"
YTGM,XTG,Thargomindah Airport,Thargomindah,Australia,,,"YTGM/XTG - Thargomindah Airport, Thargomindah(Australia)"
YTIB,TYB,Tibooburra Airport,Tibooburra,Australia,,,"YTIB/TYB - Tibooburra Airport, Tibooburra(Australia)"
YTWB,TWB,Toowoomba Airport,Toowoomba,Australia,,,"YTWB/TWB - Toowoomba Airport, Toowoomba(Australia)"
YBTL,TSV,Townsville Intl Airport,Townsville,Australia,,,"YBTL/TSV - Townsville Intl Airport, Townsville(Australia)"
YMML,MEL,Melbourne Intl Airport,Tullamarine,Australia,,,"YMML/MEL - Melbourne Intl Airport, Tullamarine(Australia)"
YTMU,TUM,Tumut Airport,Tumut,Australia,,,"YTMU/TUM - Tumut Airport, Tumut(Australia)"
YSWG,WGA,Wagga Wagga Airport,Wagga Wagga,Australia,,,"YSWG/WGA - Wagga Wagga Airport, Wagga Wagga(Australia)"
YWLG,WGE,Walgett Airport,Walgett,Australia,,,"YWLG/WGE - Walgett Airport, Walgett(Australia)"
YWGT,WGT,Wangaratta Airport,Wangaratta,Australia,,,"YWGT/WGT - Wangaratta Airport, Wangaratta(Australia)"
YWKB,WKB,Warracknabeal Airport,Warracknabeal,Australia,,,"YWKB/WKB - Warracknabeal Airport, Warracknabeal(Australia)"
YWRN,QRR,Warren Airport,Warren,Australia,,,"YWRN/QRR - Warren Airport, Warren(Australia)"
YBWP,WEI,Weipa Airport,Weipa,Australia,,,"YBWP/WEI - Weipa Airport, Weipa(Australia)"
YWWL,WWA,West Wyalong Airport,West Wyalong,Australia,,,"YWWL/WWA - West Wyalong Airport, West Wyalong(Australia)"
YWHA,WYA,Whyalla Airport,Whyalla,Australia,,,"YWHA/WYA - Whyalla Airport, Whyalla(Australia)"
YWLU,WUN,Wiluna Airport,Wiluna,Australia,,,"YWLU/WUN - Wiluna Airport, Wiluna(Australia)"
YWDH,WNR,Windorah Airport,Windorah,Australia,,,"YWDH/WNR - Windorah Airport, Windorah(Australia)"
YWTN,WIN,Winton Airport,Winton,Australia,,,"YWTN/WIN - Winton Airport, Winton(Australia)"
YWOL,WOL,Wollongong Airport,Wollongong,Australia,,,"YWOL/WOL - Wollongong Airport, Wollongong(Australia)"
YYNG,NGA,Young Airport,Young,Australia,,,"YYNG/NGA - Young Airport, Young(Australia)"
YAYE,AYQ,Ayers Rock Airport,Yulara,Australia,,,"YAYE/AYQ - Ayers Rock Airport, Yulara(Australia)"
LOWG,GRZ,Graz,Feldkirchen,Austria,,,"LOWG/GRZ - Graz, Feldkirchen(Austria)"
LOWL,LNZ,Linz,Hoersching,Austria,,,"LOWL/LNZ - Linz, Hoersching(Austria)"
LOWI,INN,Innsbruck,Innsbruck,Austria,,,"LOWI/INN - Innsbruck, Innsbruck(Austria)"
LOWK,KLU,Klagenfurt,Klagenfurt,Austria,,,"LOWK/KLU - Klagenfurt, Klagenfurt(Austria)"
LOWS,SZG,Salzburg,Salzburg,Austria,,,"LOWS/SZG - Salzburg, Salzburg(Austria)"
LOWW,VIE,Wien - Schwechat,Wien (Vienna),Austria,,,"LOWW/VIE - Wien - Schwechat, Wien (Vienna)(Austria)"
UBBB,BAK,Bina,Baku,Azerbaijan,,,"UBBB/BAK - Bina, Baku(Azerbaijan)"
UBBG,KVD,Gyandzha,Gyandzha,Azerbaijan,,,"UBBG/KVD - Gyandzha, Gyandzha(Azerbaijan)"
MYAN,SAQ,San Andros Airport,Andros,Bahamas,,,"MYAN/SAQ - San Andros Airport, Andros(Bahamas)"
MYAB,MAY,Clarence Bain Airport,Andros,Bahamas,,,"MYAB/MAY - Clarence Bain Airport, Andros(Bahamas)"
MYAF,ASD,Andros Town Intl Airport,Andros Town,Bahamas,,,"MYAF/ASD - Andros Town Intl Airport, Andros Town(Bahamas)"
MYCA,ATC,Arthurs Town Airport,Arthurs Town,Bahamas,,,"MYCA/ATC - Arthurs Town Airport, Arthurs Town(Bahamas)"
MYBC,CCZ,Chub Cay Intl Airport,Chub Cay,Bahamas,,,"MYBC/CCZ - Chub Cay Intl Airport, Chub Cay(Bahamas)"
MYSM,ZSA,San Salvador Airport (Cockburn Town Airport),Cockburn Town,Bahamas,,,"MYSM/ZSA - San Salvador Airport (Cockburn Town Airport), Cockburn Town(Bahamas)"
MYCI,CRI,Colonial Hill Airport,Colonial Hill,Bahamas,,,"MYCI/CRI - Colonial Hill Airport, Colonial Hill(Bahamas)"
MYAK,COX,Congo Town Airport,Congo Town,Bahamas,,,"MYAK/COX - Congo Town Airport, Congo Town(Bahamas)"
MYLD,LGI,Deadman's Cay Airport,Deadman's Cay,Bahamas,,,"MYLD/LGI - Deadman's Cay Airport, Deadman's Cay(Bahamas)"
MYGF,FPO,Grand Bahama Intl Airport (Freeport Intl),Freeport,Bahamas,,,"MYGF/FPO - Grand Bahama Intl Airport (Freeport Intl), Freeport(Bahamas)"
MYEM,GHB,Governor's Harbour Airport,Governor's Harbour,Bahamas,,,"MYEM/GHB - Governor's Harbour Airport, Governor's Harbour(Bahamas)"
MYEF,GGT,Exuma Intl Airport,Great Exuma Island,Bahamas,,,"MYEF/GGT - Exuma Intl Airport, Great Exuma Island(Bahamas)"
MYBG,GHC,Great Harbour Cay Airport,Great Harbour Cay,Bahamas,,,"MYBG/GHC - Great Harbour Cay Airport, Great Harbour Cay(Bahamas)"
MYLS,SML,Stella Maris Airport,Long Island,Bahamas,,,"MYLS/SML - Stella Maris Airport, Long Island(Bahamas)"
MYAM,MHH,Marsh Harbour Airport,Marsh Harbour (Abaco),Bahamas,,,"MYAM/MHH - Marsh Harbour Airport, Marsh Harbour (Abaco)(Bahamas)"
MYIG,IGA,Inagua Airport (Matthew Town Airport),Matthew Town,Bahamas,,,"MYIG/IGA - Inagua Airport (Matthew Town Airport), Matthew Town(Bahamas)"
MYMM,MYG,Mayaguana Airport,Mayaguana,Bahamas,,,"MYMM/MYG - Mayaguana Airport, Mayaguana(Bahamas)"
MYNN,NAS,Nassau Intl Airport,Nassau,Bahamas,,,"MYNN/NAS - Nassau Intl Airport, Nassau(Bahamas)"
MYCB,CAT,New Bight Airport,New Bight,Bahamas,,,"MYCB/CAT - New Bight Airport, New Bight(Bahamas)"
MYEN,NMC,Norman's Cay Airport,Norman's Cay,Bahamas,,,"MYEN/NMC - Norman's Cay Airport, Norman's Cay(Bahamas)"
MYEH,ELH,North Eleuthera Airport,North Eleuthera,Bahamas,,,"MYEH/ELH - North Eleuthera Airport, North Eleuthera(Bahamas)"
MYPI,PID,New Providence Airport,Paradise Island,Bahamas,,,"MYPI/PID - New Providence Airport, Paradise Island(Bahamas)"
MYER,RSD,Rock Sound Intl Airport,Rock Sound,Bahamas,,,"MYER/RSD - Rock Sound Intl Airport, Rock Sound(Bahamas)"
MYBS,BIM,South Bimini Airport,South Bimini,Bahamas,,,"MYBS/BIM - South Bimini Airport, South Bimini(Bahamas)"
MYAP,AXP,Spring Point Airport,Spring Point (Acklins),Bahamas,,,"MYAP/AXP - Spring Point Airport, Spring Point (Acklins)(Bahamas)"
MYES,TYM,Staniel Cay Airport,Staniel Cay,Bahamas,,,"MYES/TYM - Staniel Cay Airport, Staniel Cay(Bahamas)"
MYAT,TCB,Treasure Cay Airport,Treasure Cay (Abaco),Bahamas,,,"MYAT/TCB - Treasure Cay Airport, Treasure Cay (Abaco)(Bahamas)"
OBBI,BAH,Bahrain Intl Airport,Bahrain,Bahrain,,,"OBBI/BAH - Bahrain Intl Airport, Bahrain(Bahrain)"
VGBR,BZL,Barisal Airport,Barisal,Bangladesh,,,"VGBR/BZL - Barisal Airport, Barisal(Bangladesh)"
VGEG,CGP,Shah Amanat Intl Airport (M.A. Hannan Int'l),Chittagong,Bangladesh,,,"VGEG/CGP - Shah Amanat Intl Airport (M.A. Hannan Int'l), Chittagong(Bangladesh)"
VGCM,CLA,Comilla Airport,Comilla,Bangladesh,,,"VGCM/CLA - Comilla Airport, Comilla(Bangladesh)"
VGCB,CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh,,,"VGCB/CXB - Cox's Bazar Airport, Cox's Bazar(Bangladesh)"
VGHS,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,,,"VGHS/DAC - Hazrat Shahjalal International Airport, Dhaka(Bangladesh)"
VGJR,JSR,Jessore Airport,Jessore,Bangladesh,,,"VGJR/JSR - Jessore Airport, Jessore(Bangladesh)"
VGRJ,RJH,Rajshahi Airport,Rajshahi,Bangladesh,,,"VGRJ/RJH - Rajshahi Airport, Rajshahi(Bangladesh)"
VGSD,SPD,Saidpur Airport,Saidpur,Bangladesh,,,"VGSD/SPD - Saidpur Airport, Saidpur(Bangladesh)"
VGSY,ZYL,Osmani Intl Airport,Sylhet,Bangladesh,,,"VGSY/ZYL - Osmani Intl Airport, Sylhet(Bangladesh)"
VGSG,TKR,Thakuragaon Airport,Thakuragaon,Bangladesh,,,"VGSG/TKR - Thakuragaon Airport, Thakuragaon(Bangladesh)"
TBPB,BGI,Grantley Adams Intl,Brigetown,Barbados,,,"TBPB/BGI - Grantley Adams Intl, Brigetown(Barbados)"
UMBB,BQT,Brest,Brest,Belarus,,,"UMBB/BQT - Brest, Brest(Belarus)"
UMGG,GME,Gomel,Gomel,Belarus,,,"UMGG/GME - Gomel, Gomel(Belarus)"
UMMG,GNA,Grodno,Grodno,Belarus,,,"UMMG/GNA - Grodno, Grodno(Belarus)"
UMMS,MSQ,Minsk-2,Minsk,Belarus,,,"UMMS/MSQ - Minsk-2, Minsk(Belarus)"
UMMM,MHP,Minsk-1,Minsk,Belarus,,,"UMMM/MHP - Minsk-1, Minsk(Belarus)"
UMII,VTB,Vitebsk,Vitebsk,Belarus,,,"UMII/VTB - Vitebsk, Vitebsk(Belarus)"
EBAW,ANR,Deurne Airport,Antwerp,Belgium,,,"EBAW/ANR - Deurne Airport, Antwerp(Belgium)"
EBBR,BRU,Brussels National Airport,Brussels,Belgium,,,"EBBR/BRU - Brussels National Airport, Brussels(Belgium)"
EBCI,CRL,Brussels South Charleroi Airport,Charleroi,Belgium,,,"EBCI/CRL - Brussels South Charleroi Airport, Charleroi(Belgium)"
EBKT,KJK,Kortrijk-Wevelgem Airport,Kortrijk,Belgium,,,"EBKT/KJK - Kortrijk-Wevelgem Airport, Kortrijk(Belgium)"
EBLG,LGG,Liege Airport,Liege,Belgium,,,"EBLG/LGG - Liege Airport, Liege(Belgium)"
EBOS,OST,Ostend-Bruges Intl Airport,Ostend,Belgium,,,"EBOS/OST - Ostend-Bruges Intl Airport, Ostend(Belgium)"
MZBZ,BZE,Philip S W Goldson Intl Airport,Belize,Belize,,,"MZBZ/BZE - Philip S W Goldson Intl Airport, Belize(Belize)"
DBBB,COO,Cadjehoun,Cotonou,Benin,,,"DBBB/COO - Cadjehoun, Cotonou(Benin)"
DBBK,KDC,Kandi,Kandi,Benin,,,"DBBK/KDC - Kandi, Kandi(Benin)"
DBBN,NAE,Natitingou,Natitingou,Benin,,,"DBBN/NAE - Natitingou, Natitingou(Benin)"
DBBP,PKO,Parakou,Parakou,Benin,,,"DBBP/PKO - Parakou, Parakou(Benin)"
TXKF,BDA,Hamilton Bermuda Intl,Hamilton,Bermuda,,,"TXKF/BDA - Hamilton Bermuda Intl, Hamilton(Bermuda)"
VQPR,PBH,Paro Airport,Paro,Bhutan,,,"VQPR/PBH - Paro Airport, Paro(Bhutan)"
SLAP,APB,Apolo,Apolo,Bolivia,,,"SLAP/APB - Apolo, Apolo(Bolivia)"
SLBJ,BJO,Bermejo,Bermejo,Bolivia,,,"SLBJ/BJO - Bermejo, Bermejo(Bolivia)"
SLCA,CAM,Camiri,Camiri,Bolivia,,,"SLCA/CAM - Camiri, Camiri(Bolivia)"
SLCO,CIJ,Cobija,Cobija,Bolivia,,,"SLCO/CIJ - Cobija, Cobija(Bolivia)"
SLCB,CBB,Jorge Wilsterman,Cochabamba,Bolivia,,,"SLCB/CBB - Jorge Wilsterman, Cochabamba(Bolivia)"
SLCP,CEP,Concepcion,Concepcion,Bolivia,,,"SLCP/CEP - Concepcion, Concepcion(Bolivia)"
SLGY,GYA,Cap Av Emilio Beltran,Guayaramerin,Bolivia,,,"SLGY/GYA - Cap Av Emilio Beltran, Guayaramerin(Bolivia)"
SLLP,LPB,El Alto Intl,La Paz,Bolivia,,,"SLLP/LPB - El Alto Intl, La Paz(Bolivia)"
SLMG,MGD,Magdalena,Magdalena,Bolivia,,,"SLMG/MGD - Magdalena, Magdalena(Bolivia)"
SLAG,MHW,Monteagudo,Monteagudo,Bolivia,,,"SLAG/MHW - Monteagudo, Monteagudo(Bolivia)"
SLOR,ORU,Juan Mendoza,Oruro,Bolivia,,,"SLOR/ORU - Juan Mendoza, Oruro(Bolivia)"
SLPS,PSZ,Salvador Ogaya,Puerto Suarez,Bolivia,,,"SLPS/PSZ - Salvador Ogaya, Puerto Suarez(Bolivia)"
SLRY,REY,Reyes,Reyes,Bolivia,,,"SLRY/REY - Reyes, Reyes(Bolivia)"
SLRI,RIB,Cap De Av Selin Zeitun Lopez,Riberalta,Bolivia,,,"SLRI/RIB - Cap De Av Selin Zeitun Lopez, Riberalta(Bolivia)"
SLRB,RBO,Robore,Robore,Bolivia,,,"SLRB/RBO - Robore, Robore(Bolivia)"
SLRQ,RBQ,Rurrenabaque,Rurrenabaque,Bolivia,,,"SLRQ/RBQ - Rurrenabaque, Rurrenabaque(Bolivia)"
SLSB,SRJ,Capitan German Quiroga Guardi*,San Borja,Bolivia,,,"SLSB/SRJ - Capitan German Quiroga Guardi*, San Borja(Bolivia)"
SLSM,SNM,San Ignacio De Moxos,San Ignacio De Moxos,Bolivia,,,"SLSM/SNM - San Ignacio De Moxos, San Ignacio De Moxos(Bolivia)"
SLSI,SNG,Cap. Av. Juan Cochamanidis Sa*,San Ignacio De Velasco,Bolivia,,,"SLSI/SNG - Cap. Av. Juan Cochamanidis Sa*, San Ignacio De Velasco(Bolivia)"
SLJV,SJV,San Javier,San Javier,Bolivia,,,"SLJV/SJV - San Javier, San Javier(Bolivia)"
SLJO,SJB,San Joaquin,San Joaquin,Bolivia,,,"SLJO/SJB - San Joaquin, San Joaquin(Bolivia)"
SLRA,SRD,San Ramon,San Ramon,Bolivia,,,"SLRA/SRD - San Ramon, San Ramon(Bolivia)"
SLVR,VVI,Viru Viru Intl,Santa Cruz,Bolivia,,,"SLVR/VVI - Viru Viru Intl, Santa Cruz(Bolivia)"
SLET,SRZ,El Trompillo,Santa Cruz,Bolivia,,,"SLET/SRZ - El Trompillo, Santa Cruz(Bolivia)"
SLSU,SRE,Juana Azurduy De Padilla,Sucre,Bolivia,,,"SLSU/SRE - Juana Azurduy De Padilla, Sucre(Bolivia)"
SLTJ,TJA,Capt Oriel Lea Plaza,Tarija,Bolivia,,,"SLTJ/TJA - Capt Oriel Lea Plaza, Tarija(Bolivia)"
SLTR,TDD,Jorge Henrich Arauz,Trinidad,Bolivia,,,"SLTR/TDD - Jorge Henrich Arauz, Trinidad(Bolivia)"
SLVG,VAH,Vallegrande,Vallegrande,Bolivia,,,"SLVG/VAH - Vallegrande, Vallegrande(Bolivia)"
SLVM,VLM,Rafael Pabon,Villamontes,Bolivia,,,"SLVM/VLM - Rafael Pabon, Villamontes(Bolivia)"
SLYA,BYC,Yacuiba,Yacuiba,Bolivia,,,"SLYA/BYC - Yacuiba, Yacuiba(Bolivia)"
LQBK,BNX,Banja Luka Intl Airport,Banja Luka,Bosnia-Hercegovina,,,"LQBK/BNX - Banja Luka Intl Airport, Banja Luka(Bosnia-Hercegovina)"
LQMO,OMO,Mostar Intl Airport,Mostar,Bosnia-Hercegovina,,,"LQMO/OMO - Mostar Intl Airport, Mostar(Bosnia-Hercegovina)"
LQSA,SJJ,Sarajevo Intl Airport,Sarajevo,Bosnia-Hercegovina,,,"LQSA/SJJ - Sarajevo Intl Airport, Sarajevo(Bosnia-Hercegovina)"
LQTZ,TZL,Tuzla Intl Airport,Tuzla,Bosnia-Hercegovina,,,"LQTZ/TZL - Tuzla Intl Airport, Tuzla(Bosnia-Hercegovina)"
FBFT,FRW,Francistown,Francistown,Botsuana,,,"FBFT/FRW - Francistown, Francistown(Botsuana)"
FBSK,GBE,Sir Seretse Khama Intl,Gaborone,Botsuana,,,"FBSK/GBE - Sir Seretse Khama Intl, Gaborone(Botsuana)"
FBGZ,GNZ,Ghanzi,Ghanzi,Botsuana,,,"FBGZ/GNZ - Ghanzi, Ghanzi(Botsuana)"
FBJW,JWA,Jwaneng,Jwaneng,Botsuana,,,"FBJW/JWA - Jwaneng, Jwaneng(Botsuana)"
FBKE,BBK,Kasane,Kasane,Botsuana,,,"FBKE/BBK - Kasane, Kasane(Botsuana)"
FBKR,KHW,Khwai River,Khwai River,Botsuana,,,"FBKR/KHW - Khwai River, Khwai River(Botsuana)"
FBMN,MUB,Maun,Maun,Botsuana,,,"FBMN/MUB - Maun, Maun(Botsuana)"
FBOR,ORP,Orapa,Orapa,Botsuana,,,"FBOR/ORP - Orapa, Orapa(Botsuana)"
FBSP,PKW,Selebi-Phikwe,Selebi-Phikwe,Botsuana,,,"FBSP/PKW - Selebi-Phikwe, Selebi-Phikwe(Botsuana)"
FBSW,SWX,Shakawe,Shakawe,Botsuana,,,"FBSW/SWX - Shakawe, Shakawe(Botsuana)"
FBTS,TBY,Tshabong,Tshabong,Botsuana,,,"FBTS/TBY - Tshabong, Tshabong(Botsuana)"
FBTL,TLD,Tuli Block,Tuli Lodge,Botsuana,,,"FBTL/TLD - Tuli Block, Tuli Lodge(Botsuana)"
SBAR,AJU,Santa Maria Airport,Aracaju,Brazil,,,"SBAR/AJU - Santa Maria Airport, Aracaju(Brazil)"
SBBE,BEL,Val de C,Belem,Brazil,,,"SBBE/BEL - Val de C, Belem(Brazil)"
SBCF,CNF,Tancredo Neves Intl Airport,Belo Horizonte,Brazil,,,"SBCF/CNF - Tancredo Neves Intl Airport, Belo Horizonte(Brazil)"
SBBH,PLU,Pampulha Domestic Airport,Belo Horizonte,Brazil,,,"SBBH/PLU - Pampulha Domestic Airport, Belo Horizonte(Brazil)"
SBBV,BVB,Boa Vista Intl Airport,Boa Vista,Brazil,,,"SBBV/BVB - Boa Vista Intl Airport, Boa Vista(Brazil)"
SBBR,BSB,Presidente Juscelino Kubitschek Intl Airport,Brasilia,Brazil,,,"SBBR/BSB - Presidente Juscelino Kubitschek Intl Airport, Brasilia(Brazil)"
SBKP,VCP,Viracopos Intl Airport,Campinas,Brazil,,,"SBKP/VCP - Viracopos Intl Airport, Campinas(Brazil)"
SBCG,CGR,Campo Grande Intl Airport,Campo Grande,Brazil,,,"SBCG/CGR - Campo Grande Intl Airport, Campo Grande(Brazil)"
SBCR,CMG,Corumb,Corumba,Brazil,,,"SBCR/CMG - Corumb, Corumba(Brazil)"
SBCZ,CZS,Cruzeiro do Sul Intl Airport,Cruzeiro do Sul,Brazil,,,"SBCZ/CZS - Cruzeiro do Sul Intl Airport, Cruzeiro do Sul(Brazil)"
SBCY,CGB,Marechal Rondon Airport,Cuiaba,Brazil,,,"SBCY/CGB - Marechal Rondon Airport, Cuiaba(Brazil)"
SBCT,CWB,Afonso Pena Intl Airport,Curitiba,Brazil,,,"SBCT/CWB - Afonso Pena Intl Airport, Curitiba(Brazil)"
SBFL,FLN,Herc,Florianopolis,Brazil,,,"SBFL/FLN - Herc, Florianopolis(Brazil)"
